Александр Васютин,«Акрон» (Тольятти),,,,
Виталий Гудиев,«Акрон» (Тольятти),,,,
Марат Бокоев,«Акрон» (Тольятти),,,,
Роберто Фернандес,«Акрон» (Тольятти),,,,
Йонуц Неделчару,«Акрон» (Тольятти),,,,
Жуан Эшкувал,«Акрон» (Тольятти),Эшковал,Эшковаль,Эсковал,Эсковаль
Константин Савичев,«Акрон» (Тольятти),,,,
Йонар Роча,«Акрон» (Тольятти),Роша,,,
Илья Агапов,«Акрон» (Тольятти),,,,
Алекса Джурашович,«Акрон» (Тольятти),Джурасович,,,
Максим Кузьмин,«Акрон» (Тольятти),,,,
Эдгар Севикян,«Акрон» (Тольятти),,,,
Константин Марадишвили,«Акрон» (Тольятти),,,,
Стефан Лончар,«Акрон» (Тольятти),,,,
Солтмурад Бакаев,«Акрон» (Тольятти),,,,
Кристиян Бистрович,«Акрон» (Тольятти),,,,
Ифет Джаковац,«Акрон» (Тольятти),,,,
Хетаг Хосонов,«Акрон» (Тольятти),,,,
Никита Базилевский,«Акрон» (Тольятти),,,,
Никита Шершов,«Акрон» (Тольятти),,,,
Максим Болдырев,«Акрон» (Тольятти),,,,
Беншимол,«Акрон» (Тольятти),,,,
Артём Дзюба,«Акрон» (Тольятти),,,,
Арсений Дмитриев,«Акрон» (Тольятти),,,,
Дмитрий Пестряков,«Акрон» (Тольятти),,,,
Вадим Ульянов,«Ахмат» (Грозный),,,,
Гиорги Шелия,«Ахмат» (Грозный),,,,
Турпал Ибишев,«Ахмат» (Грозный),,,,
Милош Шатара,«Ахмат» (Грозный),,,,
Мирослав Богосавац,«Ахмат» (Грозный),,,,
Мехди Заре,«Ахмат» (Грозный),,,,
Дарко Тодорович,«Ахмат» (Грозный),,,,
Надер Гандри,«Ахмат» (Грозный),,,,
Максим Сидоров,«Ахмат» (Грозный),,,,
Усман Ндонг,«Ахмат» (Грозный),,,,
Лечи Садулаев,«Ахмат» (Грозный),,,,
Рифат Жемалетдинов,«Ахмат» (Грозный),,,,
Исмаэл Силва,«Ахмат» (Грозный),,,,
Амин Талал,«Ахмат» (Грозный),,,,
Эгаш Касинтура,«Ахмат» (Грозный),,,,
Мануэл Келиану,«Ахмат» (Грозный),Келиано,,,
Абакар Гаджиев,«Ахмат» (Грозный),,,,
Брайан Мансилья,«Ахмат» (Грозный),,,,
Мохамед Конате,«Ахмат» (Грозный),,,,
Максим Самородов,«Ахмат» (Грозный),,,,
Георгий Мелкадзе,«Ахмат» (Грозный),,,,
Анас Эль-Махрауи,«Ахмат» (Грозный),Эль-Мазрауи,,,
Ризван Уциев,«Ахмат» (Грозный),,,,
Максим Бориско,«Балтика» (Калининград),,,,
Сергей Варатынов,«Балтика» (Калининград),,,,
Натан Гассама,«Балтика» (Калининград),,,,
Кевин Андраде,«Балтика» (Калининград),,,,
Мингиян Бевеев,«Балтика» (Калининград),,,,
Александр Филин,«Балтика» (Калининград),,,,
Иван Беликов,«Балтика» (Калининград),,,,
Элдар Чивич,«Балтика» (Калининград),,,,
Амир Мохаммад,«Балтика» (Калининград),,,,
Айман Мурид,«Балтика» (Калининград),,,,
Андрей Мендель,«Балтика» (Калининград),,,,
Илья Петров,«Балтика» (Калининград),,,,
Юрий Ковалёв,«Балтика» (Калининград),,,,
Стефан Ковач,«Балтика» (Калининград),,,,
Владислав Саусь,«Балтика» (Калининград),,,,
Сергей Пряхин,«Балтика» (Калининград),,,,
Николай Титков,«Балтика» (Калининград),,,,
Даниил Уткин,«Балтика» (Калининград),,,,
Максим Петров,«Балтика» (Калининград),,,,
Тентон Йенне,«Балтика» (Калининград),,,,
Кирилл Степанов,«Балтика» (Калининград),,,,
Ираклий Манелов,«Балтика» (Калининград),,,,
Чинонсо Оффор,«Балтика» (Калининград),,,,
Брайан Хиль,«Балтика» (Калининград),,,,
Иван Кукушкин,«Балтика» (Калининград),,,,
Диего Луна,«Балтика» (Калининград),,,,
Давид Волк,«Динамо» (Махачкала),,,,
Тимур Магомедов,«Динамо» (Махачкала),,,,
Имадеддин Аззи,«Динамо» (Махачкала),,,,
Идар Шумахов,«Динамо» (Махачкала),,,,
Джемал Табидзе,«Динамо» (Махачкала),,,,
Сослан Кагермазов,«Динамо» (Махачкала),,,,
Мохамед Аззи,«Динамо» (Махачкала),,,,
Темиркан Сундуков,«Динамо» (Махачкала),,,,
Муталип Алибеков,«Динамо» (Махачкала),,,,
Мехди Мубарик,«Динамо» (Махачкала),,,,
Ражаб Магомедов,«Динамо» (Махачкала),,,,
Джавад,«Динамо» (Махачкала),Мохаммеджавад,Хоссейннеджад,,
Хуссем Мрезиг,«Динамо» (Махачкала),,,,
Кирилл Зинович,«Динамо» (Махачкала),,,,
Абдулпаша Джабраилов,«Динамо» (Махачкала),,,,
Никита Глушков,«Динамо» (Махачкала),,,,
Шамиль Гаджиев,«Динамо» (Махачкала),,,,
Хазем Мастури,«Динамо» (Махачкала),,,,
Миро,«Динамо» (Махачкала),,,,
Гамид Агаларов,«Динамо» (Махачкала),,,,
Сердер Сердеров,«Динамо» (Махачкала),,,,
Гаджи Будунов,«Динамо» (Махачкала),,,,
Ян Джапо,«Динамо» (Махачкала),,,,
Александр Сандрачук,«Динамо» (Махачкала),,,,
Игорь Лещук,«Динамо» (Москва),,,,
Андрей Лунёв,«Динамо» (Москва),,,,
Николас Маричаль,«Динамо» (Москва),,,,
Хуан Касерес,«Динамо» (Москва),,,,
Роберто Фернандес,«Динамо» (Москва),,,,
Дмитрий Скопинцев,«Динамо» (Москва),,,,
Рубенс,«Динамо» (Москва),,,,
Максим Осипенко,«Динамо» (Москва),,,,
Леон Зайдензаль,«Динамо» (Москва),,,,
Бителло,«Динамо» (Москва),Битело,,,
Данил Глебов,«Динамо» (Москва),,,,
Бахтиёр Зайнутдинов,«Динамо» (Москва),,,,
Антон Миранчук,«Динамо» (Москва),,,,
Дмитрий Александров,«Динамо» (Москва),,,,
Александр Кутицкий,«Динамо» (Москва),,,,
Егор Смелов,«Динамо» (Москва),,,,
Даниил Фомин,«Динамо» (Москва),,,,
Денис Макаров,«Динамо» (Москва),,,,
Виктор Окишор,«Динамо» (Москва),,,,
Муми Нгамалё,«Динамо» (Москва),,,,
Маухуб,«Динамо» (Москва),,,,
Ульви Бабаев,«Динамо» (Москва),,,,
Иван Сергеев,«Динамо» (Москва),,,,
Константин Тюкавин,«Динамо» (Москва),,,,
Ярослав Гладышев,«Динамо» (Москва),,,,
Артур,«Динамо» (Москва),,,,
Милан Майсторович,«Динамо» (Москва),,,,
Андрей Кудравец,«Динамо» (Москва),,,,
Курбан Расулов,«Динамо» (Москва),,,,
Евгений Латышонок,«Зенит» (Санкт-Петербург),,,,
Денис Адамов,«Зенит» (Санкт-Петербург),,,,
Дуглас Сантос,«Зенит» (Санкт-Петербург),,,,
Юрий Горшков,«Зенит» (Санкт-Петербург),,,,
Ваня Дркушич,«Зенит» (Санкт-Петербург),,,,
Арсен Адамов,«Зенит» (Санкт-Петербург),,,,
Страхиня Эракович,«Зенит» (Санкт-Петербург),,,,
Нуралы Алип,«Зенит» (Санкт-Петербург),,,,
Нино,«Зенит» (Санкт-Петербург),,,,
Роман Вега,«Зенит» (Санкт-Петербург),,,,
Вильмар Барриос,«Зенит» (Санкт-Петербург),,,,
Вендел,«Зенит» (Санкт-Петербург),,,,
Жерсон,«Зенит» (Санкт-Петербург),,,,
Луис Энрике,«Зенит» (Санкт-Петербург),,,,
Андрей Мостовой,«Зенит» (Санкт-Петербург),,,,
Педро,«Зенит» (Санкт-Петербург),,,,
Александр Ерохин,«Зенит» (Санкт-Петербург),,,,
Густаво Мантуан,«Зенит» (Санкт-Петербург),,,,
Александр Соболев,«Зенит» (Санкт-Петербург),,,,
Максим Глушенков,«Зенит» (Санкт-Петербург),,,,
Матео Кассьерра,«Зенит» (Санкт-Петербург),,,,
Лусиано Гонду,«Зенит» (Санкт-Петербург),,,,
Вадим Шилов,«Зенит» (Санкт-Петербург),,,,
Михаил Кержаков,«Зенит» (Санкт-Петербург),,,,
Вячеслав Караваев,«Зенит» (Санкт-Петербург),,,,
Богдан Москвичев,«Зенит» (Санкт-Петербург),,,,
Станислав Агкацев,«Краснодар» (Краснодар),,,,
Витор Тормена,«Краснодар» (Краснодар),,,,
Диего Коста,«Краснодар» (Краснодар),,,,
Жубал,«Краснодар» (Краснодар),,,,
Лукас Оласа,«Краснодар» (Краснодар),,,,
Валентин Пальцев,«Краснодар» (Краснодар),,,,
Джованни Гонсалес,«Краснодар» (Краснодар),,,,
Артём Хмарин,«Краснодар» (Краснодар),,,,
Сергей Петров,«Краснодар» (Краснодар),,,,
Кевин Ленини,«Краснодар» (Краснодар),,,,
Данила Козлов,«Краснодар» (Краснодар),,,,
Эдуард Сперцян,«Краснодар» (Краснодар),,,,
Жуан Баттши,«Краснодар» (Краснодар),Бачи,Батши,Батчи,
Густаво Сантос,«Краснодар» (Краснодар),,,,
Гаэтан Перрен,«Краснодар» (Краснодар),,,,
Александр Черников,«Краснодар» (Краснодар),,,,
Дулгас Аугусто,«Краснодар» (Краснодар),,,,
Никита Кривцов,«Краснодар» (Краснодар),,,,
Витор Са,«Краснодар» (Краснодар),,,,
Джон Кордоба,«Краснодар» (Краснодар),,,,
Казбек Мукаилов,«Краснодар» (Краснодар),,,,
Мозес,«Краснодар» (Краснодар),,,,
Александр Кокшаров,«Краснодар» (Краснодар),,,,
Сергей Песьяков,«Крылья Советов» (Самара),,,,
Кирилл Печенин,«Крылья Советов» (Самара),,,,
Томас Галдамес,«Крылья Советов» (Самара),,,,
Алоис Ороз,«Крылья Советов» (Самара),,,,
Николай Рассказов,«Крылья Советов» (Самара),,,,
Иван Лепский,«Крылья Советов» (Самара),,,,
Фернандо Костанза,«Крылья Советов» (Самара),Костанса,Костанца,,
Никита Чернов,«Крылья Советов» (Самара),,,,
Сергей Божин,«Крылья Советов» (Самара),,,,
Сергей Бабкин,«Крылья Советов» (Самара),,,,
Максим Витюгов,«Крылья Советов» (Самара),,,,
Алексей Сутормин,«Крылья Советов» (Самара),,,,
Владимир Хубулов,«Крылья Советов» (Самара),,,,
Амар Рахманович,«Крылья Советов» (Самара),,,,
Михайло Баняц,«Крылья Советов» (Самара),Баньяц,,,
Иван Олейников,«Крылья Советов» (Самара),,,,
Дмитрий Иванисеня,«Крылья Советов» (Самара),,,,
Джимми Марин,«Крылья Советов» (Самара),,,,
Ильзат Ахметов,«Крылья Советов» (Самара),,,,
Вадим Раков,«Крылья Советов» (Самара),,,,
Адольфо Гайч,«Крылья Советов» (Самара),Гаич,,,
Владимир Игнатенко,«Крылья Советов» (Самара),,,,
Никита Кокарев,«Крылья Советов» (Самара),,,,
Евгений Фролов,«Крылья Советов» (Самара),,,,
Антон Митрюшкин,«Локомотив» (Москва),,,,
Илья Лантратов,«Локомотив» (Москва),,,,
Кристиан Рамирес,«Локомотив» (Москва),,,,
Лукас Фассон,«Локомотив» (Москва),,,,
Жерзино Ньямси,«Локомотив» (Москва),,,,
Сесар Монтес,«Локомотив» (Москва),,,,
Максим Ненахов,«Локомотив» (Москва),,,,
Александр Сильянов,«Локомотив» (Москва),,,,
Егор Погостнов,«Локомотив» (Москва),,,,
Евгений Морозов,«Локомотив» (Москва),,,,
Дмитрий Баринов,«Локомотив» (Москва),,,,
Зелимхан Бакаев,«Локомотив» (Москва),,,,
Сергей Пиняев,«Локомотив» (Москва),,,,
Никита Салтыков,«Локомотив» (Москва),,,,
Данил Пруцев,«Локомотив» (Москва),,,,
Алексей Батраков,«Локомотив» (Москва),,,,
Данила Годяев,«Локомотив» (Москва),,,,
Артём Карпукас,«Локомотив» (Москва),,,,
Владислав Сарвели,«Локомотив» (Москва),,,,
Дмитрий Воробьёв,«Локомотив» (Москва),,,,
Александр Руденко,«Локомотив» (Москва),,,,
Николай Комличенко,«Локомотив» (Москва),,,,
Руслан Мялковский,«Локомотив» (Москва),,,,
Артем Тимофеев,«Локомотив» (Москва),,,,
Богдан Овсянников,«Оренбург» (Оренбург),,,,
Станислав Поройков,«Оренбург» (Оренбург),,,,
Данила Ведерников,«Оренбург» (Оренбург),,,,
Данила Хотулёв,«Оренбург» (Оренбург),,,,
Алексей Татаев,«Оренбург» (Оренбург),,,,
Фахд Муфи,«Оренбург» (Оренбург),,,,
Эмиль Ценов,«Оренбург» (Оренбург),,,,
Георгий Зотов,«Оренбург» (Оренбург),,,,
Артём Касимов,«Оренбург» (Оренбург),,,,
Анри Чичинадзе,«Оренбург» (Оренбург),,,,
Николай Косерик,«Оренбург» (Оренбург),,,,
Владислав Камилов,«Оренбург» (Оренбург),,,,
Степан Оганесян,«Оренбург» (Оренбург),,,,
Хорди Томпсон,«Оренбург» (Оренбург),,,,
Дмитрий Рыбчинский,«Оренбург» (Оренбург),,,,
Павел Горелов,«Оренбург» (Оренбург),,,,
Владан Бубанья,«Оренбург» (Оренбург),,,,
Ираклий Квеквескири,«Оренбург» (Оренбург),,,,
ДуКейрос,«Оренбург» (Оренбург),Ду Кейрос,,,
Евгений Болотов,«Оренбург» (Оренбург),,,,
Александар Юкич,«Оренбург» (Оренбург),,,,
Дардан Шабанхаджай,«Оренбург» (Оренбург),,,,
Эмирджан Гюрлюк,«Оренбург» (Оренбург),,,,
Максим Савельев,«Оренбург» (Оренбург),,,,
Алешандре Жезус,«Оренбург» (Оренбург),,,,
Гедеон Гузина,«Оренбург» (Оренбург),,,,
Ацамаз Ревазов,«Оренбург» (Оренбург),,,,
Иван Игнатьев,«Оренбург» (Оренбург),,,,
Николай Сысуев,«Оренбург» (Оренбург),,,,
Вадим Лукьянов,«Пари Нижний Новгород» (Нижний Новгород),,,,
Никита Медведев,«Пари Нижний Новгород» (Нижний Новгород),,,,
Виктор Александров,«Пари Нижний Новгород» (Нижний Новгород),,,,
Юрий Коледин,«Пари Нижний Новгород» (Нижний Новгород),,,,
Ярослав Крашевский,«Пари Нижний Новгород» (Нижний Новгород),,,,
Никита Каккоев,«Пари Нижний Новгород» (Нижний Новгород),,,,
Хуан Кастильо,«Пари Нижний Новгород» (Нижний Новгород),Кастийо,,,
Эдгардо Фаринья,«Пари Нижний Новгород» (Нижний Новгород),,,,
Свен Карич,«Пари Нижний Новгород» (Нижний Новгород),,,,
Вадим Пигас,«Пари Нижний Новгород» (Нижний Новгород),,,,
Максим Шнапцев,«Пари Нижний Новгород» (Нижний Новгород),,,,
Мамаду Майга,«Пари Нижний Новгород» (Нижний Новгород),,,,
Вахо Бедошвили,«Пари Нижний Новгород» (Нижний Новгород),,,,
Егор Смелов,«Пари Нижний Новгород» (Нижний Новгород),,,,
Никита Ермаков,«Пари Нижний Новгород» (Нижний Новгород),,,,
Реналдо Сефас,«Пари Нижний Новгород» (Нижний Новгород),,,,
Лука Тичич,«Пари Нижний Новгород» (Нижний Новгород),Веснер-Тичич,,,
Андрей Ивлев,«Пари Нижний Новгород» (Нижний Новгород),,,,
Николай Калинский,«Пари Нижний Новгород» (Нижний Новгород),,,,
Валерий Царукян,«Пари Нижний Новгород» (Нижний Новгород),,,,
Даниил Лесовой,«Пари Нижний Новгород» (Нижний Новгород),,,,
Тиаго Весино,«Пари Нижний Новгород» (Нижний Новгород),,,,
Хуан Боселли,«Пари Нижний Новгород» (Нижний Новгород),,,,
Вячеслав Грулёв,«Пари Нижний Новгород» (Нижний Новгород),,,,
Олакунле Олусегун,«Пари Нижний Новгород» (Нижний Новгород),,,,
Матвей Фёдоров,«Пари Нижний Новгород» (Нижний Новгород),,,,
Опоку Сарфо,«Пари Нижний Новгород» (Нижний Новгород),,,,
Александр Эктов,«Пари Нижний Новгород» (Нижний Новгород),,,,
Рустам Ятимов,«Ростов» (Ростов-на-Дону),,,,
Умар Сако,«Ростов» (Ростов-на-Дону),,,,
Виктор Мелёхин,«Ростов» (Ростов-на-Дону),,,,
Данила Прохин,«Ростов» (Ростов-на-Дону),,,,
Александр Тарасов,«Ростов» (Ростов-на-Дону),,,,
Давид Семенчук,«Ростов» (Ростов-на-Дону),,,,
Илья Вахания,«Ростов» (Ростов-на-Дону),,,,
Дмитрий Чистяков,«Ростов» (Ростов-на-Дону),,,,
Андрей Лангович,«Ростов» (Ростов-на-Дону),,,,
Алексей Миронов,«Ростов» (Ростов-на-Дону),,,,
Кирилл Щетинин,«Ростов» (Ростов-на-Дону),,,,
Ибрагим Аджаса,«Ростов» (Ростов-на-Дону),,,,
Константин Кучаев,«Ростов» (Ростов-на-Дону),,,,
Хорен Байрамян,«Ростов» (Ростов-на-Дону),,,,
Илья Жбанов,«Ростов» (Ростов-на-Дону),,,,
Даниил Шанталий,«Ростов» (Ростов-на-Дону),,,,
Иван Комаров,«Ростов» (Ростов-на-Дону),,,,
Роналдо,«Ростов» (Ростов-на-Дону),,,,
Мохаммад Мохеби,«Ростов» (Ростов-на-Дону),,,,
Егор Голенков,«Ростов» (Ростов-на-Дону),,,,
Антон Шамонин,«Ростов» (Ростов-на-Дону),,,,
Тимур Сулейманов,«Ростов» (Ростов-на-Дону),,,,
Даниил Одоевский,«Ростов» (Ростов-на-Дону),,,,
Герман Игнатов,«Ростов» (Ростов-на-Дону),,,,
Евгений Ставер,«Рубин» (Казань),,,,
Егор Тесленко,«Рубин» (Казань),,,,
Константин Нижегородов,«Рубин» (Казань),,,,
Игор Вуячич,«Рубин» (Казань),,,,
Андерсон Арройо,«Рубин» (Казань),,,,
Руслан Безруков,«Рубин» (Казань),,,,
Алексей Грицаенко,«Рубин» (Казань),,,,
Илья Рожков,«Рубин» (Казань),,,,
Дмитрий Кабутов,«Рубин» (Казань),,,,
Никита Лобов,«Рубин» (Казань),,,,
Угочукву Иву,«Рубин» (Казань),,,,
Богдан Йочич,«Рубин» (Казань),,,,
Далер Кузяев,«Рубин» (Казань),,,,
Олег Иванов,«Рубин» (Казань),,,,
Александр Зотов,«Рубин» (Казань),,,,
Велдин Ходжа,«Рубин» (Казань),,,,
Никола Чумич,«Рубин» (Казань),,,,
Антон Швец,«Рубин» (Казань),,,,
Александар Юкич,«Рубин» (Казань),,,,
Дардан Шабанхаджай,«Рубин» (Казань),,,,
Мирлинд Даку,«Рубин» (Казань),,,,
Жак Сиве,«Рубин» (Казань),,,,
Энри Мукба,«Рубин» (Казань),,,,
Дениль Мальдонадо,«Рубин» (Казань),,,,
Артур Нигматуллин,«Рубин» (Казань),,,,
Марат Апшацев,«Рубин» (Казань),,,,
Максим Рудаков,«Сочи» (Сочи),,,,
Александр Дёгтев,«Сочи» (Сочи),,,,
Юрий Дюпин,«Сочи» (Сочи),,,,
Александр Солдатенков,«Сочи» (Сочи),,,,
Вячеслав Литвинов,«Сочи» (Сочи),,,,
Набиль Аберден,«Сочи» (Сочи),Абердин,,,
Артём Макарчук,«Сочи» (Сочи),,,,
Яхья Аттият-Аллах,«Сочи» (Сочи),Аттийят-Алла,Аттийят-Аллах,,
Кирилл Заика,«Сочи» (Сочи),,,,
Руслан Магаль,«Сочи» (Сочи),,,,
Марсело,«Сочи» (Сочи),,,,
Макар Чирков,«Сочи» (Сочи),,,,
Неманя Стоич,«Сочи» (Сочи),,,,
Сергей Волков,«Сочи» (Сочи),,,,
Начо Сааведра,«Сочи» (Сочи),,,,
Антон Зиньковский,«Сочи» (Сочи),,,,
Михаил Игнатов,«Сочи» (Сочи),,,,
Кирилл Кравцов,«Сочи» (Сочи),,,,
Максим Мухин,«Сочи» (Сочи),,,,
Артём Корнеев,«Сочи» (Сочи),,,,
Александр Коваленко,«Сочи» (Сочи),,,,
Дмитрий Васильев,«Сочи» (Сочи),,,,
Роман Ежов,«Сочи» (Сочи),,,,
Александр Осипов,«Сочи» (Сочи),,,,
Захар Фёдоров,«Сочи» (Сочи),,,,
Мартин Крамарич,«Сочи» (Сочи),,,,
Франсуа Камано,«Сочи» (Сочи),,,,
Руслан Барт,«Сочи» (Сочи),,,,
Владимир Ильин,«Сочи» (Сочи),,,,
Павел Мелешин,«Сочи» (Сочи),,,,
Александр Максименко,«Спартак» (Москва),,,,
Илья Помазун,«Спартак» (Москва),,,,
Александр Довбня,«Спартак» (Москва),,,,
Олег Рябчук,«Спартак» (Москва),,,,
Кристофер Ву,«Спартак» (Москва),,,,
Александер Джику,«Спартак» (Москва),,,,
Срджан Бабич,«Спартак» (Москва),,,,
Илья Самошников,«Спартак» (Москва),,,,
Руслан Литвинов,«Спартак» (Москва),,,,
Даниил Хлусевич,«Спартак» (Москва),,,,
Егор Гузиев,«Спартак» (Москва),,,,
Даниил Денисов,«Спартак» (Москва),,,,
Эсекьель Барко,«Спартак» (Москва),,,,
Пабло Солари,«Спартак» (Москва),,,,
Маркиньос,«Спартак» (Москва),,,,
Наиль Умяров,«Спартак» (Москва),,,,
Никита Массалыга,«Спартак» (Москва),,,,
Игорь Дмитриев,«Спартак» (Москва),,,,
Даниил Зорин,«Спартак» (Москва),,,,
Кристофер Мартинс,«Спартак» (Москва),,,,
Роман Зобнин,«Спартак» (Москва),,,,
Тео Бонгонда,«Спартак» (Москва),,,,
Жедсон,«Спартак» (Москва),Фернандеш,,,
Манфред Угальде,«Спартак» (Москва),,,,
Ливай Гарсия,«Спартак» (Москва),,,,
Антон Заболотный,«Спартак» (Москва),,,,
Игорь Акинфеев,ЦСКА (Москва),,,,
Владислав Тороп,ЦСКА (Москва),,,,
Данил Круговой,ЦСКА (Москва),,,,
Жуан Виктор,ЦСКА (Москва),,,,
Милан Гаич,ЦСКА (Москва),Гайич,,,
Джамалутдин Абдулкадыров,ЦСКА (Москва),,,,
ДиЛусиано,ЦСКА (Москва),Ди Лусиано,,,
Мойзес,ЦСКА (Москва),,,,
Игорь Дивеев,ЦСКА (Москва),,,,
Матвей Лукин,ЦСКА (Москва),,,,
Родриго Вильягра,ЦСКА (Москва),,,,
Матеус Алвес,ЦСКА (Москва),,,,
Иван Обляков,ЦСКА (Москва),,,,
Кирилл Глебов,ЦСКА (Москва),,,,
Лионель Верде,ЦСКА (Москва),,,,
Дани Руис,ЦСКА (Москва),,,,
Глеб Пополитов,ЦСКА (Москва),,,,
Матвей Кисляк,ЦСКА (Москва),,,,
Энрике Кармо,ЦСКА (Москва),,,,
Артём Бандикян,ЦСКА (Москва),,,,
Артём Шуманский,ЦСКА (Москва),,,,
Алеррандро,ЦСКА (Москва),,,,
Тамерлан Мусаев,ЦСКА (Москва),,,,
Михаил Рядно,ЦСКА (Москва),,,,
Егор Ушаков,ЦСКА (Москва),,,,